"rid", "binaryID"
11337,1
11339,10
12992,11
11338,100
12990,101
12991,110
11776,1000
13188,1001
12989,1010
11777,10000
12987,10010
13189,10011
12988,10100
11778,100000
11822,100001
12986,100100
13177,100110
11779,1000000
11821,1000010
12096,1001100
13176,1001101
11780,10000000
11823,10000100
12027,10000101
12095,10011000
12098,10011010
13175,10011011
11781,100000000
11825,100001000
12015,100001001
12028,100001010
12099,100110100
11341,100110110
12983,100110111
11782,1000000000
12029,1000000001
11826,1000010000
12016,1000010010
12026,1000010100
12097,1001101000
11340,1001101100
12981,1001101101
12982,1001101110
11783,10000000000
12030,10000000010
11824,10000100000
12017,10000100100
11343,10011011000
12973,10011011001
12980,10011011010
12984,10011011100
12985,10011011101
11784,100000000000
11827,100001000000
12020,100001000001
12014,100001001000
11342,100110110000
12101,100110110001
12974,100110110010
12979,100110110100
11785,1000000000000
12031,1000000000001
11828,1000010000000
12022,1000010000001
12018,1000010010000
12019,1000010010001
11345,1001101100000
11852,1001101100001
12100,1001101100010
12972,1001101100100
11786,10000000000000
12032,10000000000001
11829,10000100000000
12025,10000100000001
12021,10000100000010
11344,10011011000000
12106,10011011000001
11853,10011011000010
12975,10011011001000
12976,10011011001001
11787,100000000000000
12034,100000000000001
11830,100001000000000
12023,100001000000001
11347,100110110000000
11747,100110110000001
12107,100110110000010
11854,100110110000100
13505,100110110010010
11788,1000000000000000
11928,1000000000000001
12033,1000000000000010
11831,1000010000000000
12024,1000010000000010
13135,1000010000000011
11346,1001101100000000
12189,1001101100000001
11745,1001101100000010
12108,1001101100000100
11855,1001101100001000
12102,1001101100001001
13504,1001101100100100
13506,1001101100100101
11789,10000000000000000
12036,10000000000000001
11929,10000000000000010
12087,10000000000000011
13131,10000100000000100
13139,10000100000000101
13132,10000100000000110
11351,10011011000000000
11361,10011011000000001
12191,10011011000000010
11746,10011011000000100
12186,10011011000000101
11856,10011011000010000
12103,10011011000010001
12978,10011011001001000
12977,10011011001001010
11790,100000000000000000
12035,100000000000000010
11931,100000000000000100
12090,100000000000000101
12088,100000000000000110
12089,100000000000000111
13138,100001000000001100
11349,100110110000000000
11362,100110110000000010
11705,100110110000000011
12187,100110110000000100
11748,100110110000001000
12185,100110110000001010
11857,100110110000100000
12104,100110110000100001
11791,1000000000000000000
12037,1000000000000000100
12038,1000000000000000101
11930,1000000000000001000
12091,1000000000000001010
12094,1000000000000001011
13136,1000010000000011000
11348,1001101100000000000
11363,1001101100000000100
11892,1001101100000000101
11706,1001101100000000110
12193,1001101100000001000
11749,1001101100000010000
11971,1001101100000010001
11858,1001101100001000000
12105,1001101100001000010
11792,10000000000000000000
12092,10000000000000010100
13137,10000100000000110000
11350,10011011000000000000
11364,10011011000000001000
11940,10011011000000001001
11891,10011011000000001010
11704,10011011000000001100
12190,10011011000000010000
11750,10011011000000100000
12184,10011011000000100001
11972,10011011000000100010
12109,10011011000000100011
11793,100000000000000000000
11805,100000000000000000001
12093,100000000000000101000
13133,100001000000001100000
11352,100110110000000000000
11877,100110110000000010000
13190,100110110000000010001
11939,100110110000000010010
11893,100110110000000010100
12967,100110110000000010101
11707,100110110000000011000
12278,100110110000000011001
12192,100110110000000100000
11751,100110110000001000000
11983,100110110000001000001
11795,1000000000000000000000
12042,1000000000000000000001
11806,1000000000000000000010
12086,1000000000000000000011
13134,1000010000000011000000
12008,1001101100000000000000
13150,1001101100000000000001
11876,1001101100000000100000
13173,1001101100000000100010
11941,1001101100000000100100
12281,1001101100000000100101
11894,1001101100000000101000
12966,1001101100000000101001
11708,1001101100000000110000
12195,1001101100000000110001
12279,1001101100000000110010
12280,1001101100000000110011
12188,1001101100000001000000
13401,1001101100000010000000
11984,1001101100000010000010
11794,10000000000000000000000
11807,10000000000000000000100
12062,10000000000000000000101
13151,10011011000000000000010
11875,10011011000000001000000
12285,10011011000000001000100
13174,10011011000000001000101
11942,10011011000000001001000
12282,10011011000000001001001
11709,10011011000000001100000
12194,10011011000000001100010
13402,10011011000000100000000
13403,10011011000000100000001
11985,10011011000000100000100
11796,100000000000000000000000
12061,100000000000000000000001
11809,100000000000000000001000
11353,100110110000000000000100
11878,100110110000000010000000
12965,100110110000000010000001
12284,100110110000000010001000
11933,100110110000000010001010
13191,100110110000000010001011
11943,100110110000000010010000
12283,100110110000000010010001
11710,100110110000000011000000
12196,100110110000000011000100
12197,100110110000000011000101
11752,100110110000001000000000
11766,100110110000001000000010
11986,100110110000001000001000
12110,100110110000001000001001
11797,1000000000000000000000000
12060,1000000000000000000000001
11808,1000000000000000000010000
13297,1001101100000000000001000
11879,1001101100000000100000000
12964,1001101100000000100000010
11932,1001101100000000100010100
13184,1001101100000000100010110
11711,1001101100000000110000000
12198,1001101100000000110000001
13408,1001101100000010000000000
11767,1001101100000010000000100
12116,1001101100000010000000101
11798,10000000000000000000000000
11845,10000000000000000000000001
11810,10000000000000000000100000
11871,10000000000000000000100001
13295,10011011000000000000010000
11880,10011011000000001000000000
12963,10011011000000001000000001
11934,10011011000000001000101000
13185,10011011000000001000101100
11712,10011011000000001100000000
12277,10011011000000001100000001
12199,10011011000000001100000010
12200,10011011000000001100000011
13404,10011011000000100000000000
13405,10011011000000100000000001
11768,10011011000000100000001000
12111,10011011000000100000001001
12117,10011011000000100000001010
12118,10011011000000100000001011
11799,100000000000000000000000000
12049,100000000000000000000000001
11846,100000000000000000000000010
12043,100000000000000000000000011
11811,100000000000000000001000000
12079,100000000000000000001000001
11872,100000000000000000001000010
12082,100000000000000000001000011
13293,100110110000000000000100000
13294,100110110000000000000100001
11881,100110110000000010000000000
12962,100110110000000010000000001
11935,100110110000000010001010000
12961,100110110000000010001010001
12959,100110110000000010001011000
13186,100110110000000010001011001
11713,100110110000000011000000000
11910,100110110000000011000000001
12182,100110110000001000000000000
13406,100110110000001000000000010
13407,100110110000001000000000011
11769,100110110000001000000010000
12115,100110110000001000000010001
11800,1000000000000000000000000000
12050,1000000000000000000000000001
12048,1000000000000000000000000010
11847,1000000000000000000000000100
12045,1000000000000000000000000101
12044,1000000000000000000000000110
11812,1000000000000000000010000000
12063,1000000000000000000010000001
12080,1000000000000000000010000010
11873,1000000000000000000010000100
12085,1000000000000000000010000101
13296,1001101100000000000001000000
13292,1001101100000000000001000010
11882,1001101100000000100000000000
11936,1001101100000000100010100000
12960,1001101100000000100010100001
12958,1001101100000000100010110000
13192,1001101100000000100010110010
13232,1001101100000000100010110011
11714,1001101100000000110000000000
11911,1001101100000000110000000010
12201,1001101100000000110000000011
12183,1001101100000010000000000000
11753,1001101100000010000000000100
12119,1001101100000010000000000110
11771,1001101100000010000000100000
12114,1001101100000010000000100001
11801,10000000000000000000000000000
11944,10000000000000000000000000001
12051,10000000000000000000000000010
11848,10000000000000000000000001000
12047,10000000000000000000000001001
12041,10000000000000000000000001100
11813,10000000000000000000100000000
12078,10000000000000000000100000001
12064,10000000000000000000100000010
12081,10000000000000000000100000100
11874,10000000000000000000100001000
12083,10000000000000000000100001001
11354,10011011000000000000010000000
13146,10011011000000000000010000100
11366,10011011000000001000101100100
11371,10011011000000001000101100101
13231,10011011000000001000101100110
11715,10011011000000001100000000000
12274,10011011000000001100000000001
11912,10011011000000001100000000100
12202,10011011000000001100000000101
11754,10011011000000100000000001000
12141,10011011000000100000000001001
12120,10011011000000100000000001100
11770,10011011000000100000001000000
11802,100000000000000000000000000000
11945,100000000000000000000000000010
12053,100000000000000000000000000011
12052,100000000000000000000000000100
13413,100000000000000000000000010000
12040,100000000000000000000000011000
11814,100000000000000000001000000000
12066,100000000000000000001000000001
13109,100000000000000000001000000010
13111,100000000000000000001000000011
12065,100000000000000000001000000100
12084,100000000000000000001000010010
13298,100110110000000000000100000000
11367,100110110000000010001011001000
11378,100110110000000010001011001010
13147,100110110000000010001011001011
13179,100110110000000010001011001100
11716,100110110000000011000000000000
11832,100110110000000011000000000001
11913,100110110000000011000000001000
12203,100110110000000011000000001001
11755,100110110000001000000000010000
12125,100110110000001000000000010001
12143,100110110000001000000000010010
12181,100110110000001000000000010011
12121,100110110000001000000000011000
11772,100110110000001000000010000000
11803,1000000000000000000000000000000
11946,1000000000000000000000000000100
12059,1000000000000000000000000000101
12054,1000000000000000000000000000110
12055,1000000000000000000000000000111
13411,1000000000000000000000000100000
13412,1000000000000000000000000100001
12039,1000000000000000000000000110000
11815,1000000000000000000010000000000
12069,1000000000000000000010000000001
12067,1000000000000000000010000000010
12068,1000000000000000000010000000011
13299,1001101100000000000001000000000
13301,1001101100000000000001000000001
11365,1001101100000000100010110010000
13153,1001101100000000100010110010100
13148,1001101100000000100010110010110
13149,1001101100000000100010110010111
11614,1001101100000000100010110011000
11717,1001101100000000110000000000000
12205,1001101100000000110000000000001
11833,1001101100000000110000000000010
12204,1001101100000000110000000000011
11914,1001101100000000110000000010000
11756,1001101100000010000000000100000
12140,1001101100000010000000000100001
12126,1001101100000010000000000100010
12128,1001101100000010000000000100011
12142,1001101100000010000000000100100
12122,1001101100000010000000000110000
11773,1001101100000010000000100000000
11804,10000000000000000000000000000000
11947,10000000000000000000000000001000
12057,10000000000000000000000000001001
12046,10000000000000000000000001000000
11849,10000000000000000000000001000010
11816,10000000000000000000100000000000
12070,10000000000000000000100000000001
13300,10011011000000000000010000000000
13302,10011011000000000000010000000001
12971,10011011000000000000010000000010
11368,10011011000000001000101100100000
13143,10011011000000001000101100101000
13261,10011011000000001000101100101100
13193,10011011000000001000101100101110
11615,10011011000000001000101100110000
12287,10011011000000001000101100110001
11718,10011011000000001100000000000000
12268,10011011000000001100000000000001
11760,10011011000000100000000001000000
12130,10011011000000100000000001000001
12127,10011011000000100000000001000100
12129,10011011000000100000000001000101
12144,10011011000000100000000001001000
12146,10011011000000100000000001001001
12124,10011011000000100000000001100000
11774,10011011000000100000001000000000
12113,10011011000000100000001000000001
11949,100000000000000000000000000010000
12058,100000000000000000000000000010010
13156,100000000000000000001000000000000
12968,100110110000000000000100000000000
13303,100110110000000000000100000000010
13304,100110110000000000000100000000011
11369,100110110000000010001011001000000
13145,100110110000000010001011001010000
12899,100110110000000010001011001011000
11372,100110110000000010001011001011100
12921,100110110000000010001011001011101
11616,100110110000000010001011001100000
12286,100110110000000010001011001100010
11719,100110110000000011000000000000000
12206,100110110000000011000000000000001
12269,100110110000000011000000000000010
12273,100110110000000011000000000000011
11758,100110110000001000000000010000000
12275,100110110000001000000000010001000
12145,100110110000001000000000010010000
12176,100110110000001000000000010010001
12147,100110110000001000000000010010010
12165,100110110000001000000000010010011
12123,100110110000001000000000011000000
11775,100110110000001000000010000000000
12112,100110110000001000000010000000010
11948,1000000000000000000000000000100000
13409,1000000000000000000010000000000000
13305,1001101100000000000001000000000100
13306,1001101100000000000001000000000101
12969,1001101100000000000001000000000110
11370,1001101100000000100010110010000000
12935,1001101100000000100010110010000001
13144,1001101100000000100010110010100000
12900,1001101100000000100010110010110000
12922,1001101100000000100010110010111000
13194,1001101100000000100010110010111001
11633,1001101100000000100010110011000000
11720,1001101100000000110000000000000000
12207,1001101100000000110000000000000001
12270,1001101100000000110000000000000100
12271,1001101100000000110000000000000101
12272,1001101100000000110000000000000110
11757,1001101100000010000000000100000000
12276,1001101100000010000000000100010000
12177,1001101100000010000000000100100010
12178,1001101100000010000000000100100011
12148,1001101100000010000000000100100100
12151,1001101100000010000000000100100101
12166,1001101100000010000000000100100110
12169,1001101100000010000000000100100111
11950,10000000000000000000000000001000000
12056,10000000000000000000000000001000001
13410,10000000000000000000100000000000000
12970,10011011000000000000010000000001000
11355,10011011000000000000010000000001010
13489,10011011000000001000101100100000000
13152,10011011000000001000101100101000000
12902,10011011000000001000101100101100000
13172,10011011000000001000101100101110010
11632,10011011000000001000101100110000000
11721,10011011000000001100000000000000000
12208,10011011000000001100000000000000001
11759,10011011000000100000000001000000000
12179,10011011000000100000000001001000110
12180,10011011000000100000000001001000111
12149,10011011000000100000000001001001000
12150,10011011000000100000000001001001001
13422,10011011000000100000000001001001010
12167,10011011000000100000000001001001100
12168,10011011000000100000000001001001101
12171,10011011000000100000000001001001110
12172,10011011000000100000000001001001111
11817,100000000000000000001000000000000000
11356,100110110000000000000100000000010100
13490,100110110000000010001011001000000000
13491,100110110000000010001011001000000001
13141,100110110000000010001011001010000000
12901,100110110000000010001011001011000000
12934,100110110000000010001011001011100100
11634,100110110000000010001011001100000000
11722,100110110000000011000000000000000000
12267,100110110000000011000000000000000001
12209,100110110000000011000000000000000010
13247,100110110000000011000000000000000011
11761,100110110000001000000000010000000000
12139,100110110000001000000000010000000001
13420,100110110000001000000000010010010100
13421,100110110000001000000000010010010101
12170,100110110000001000000000010010011100
12174,100110110000001000000000010010011110
12175,100110110000001000000000010010011111
11818,1000000000000000000010000000000000000
12072,1000000000000000000010000000000000001
11357,1001101100000000000001000000000101000
12957,1001101100000000100010110010000000000
13493,1001101100000000100010110010000000010
13495,1001101100000000100010110010000000011
11379,1001101100000000100010110010100000000
13142,1001101100000000100010110010100000001
12910,1001101100000000100010110010110000000
12920,1001101100000000100010110010110000001
11373,1001101100000000100010110010111001000
11635,1001101100000000100010110011000000000
12288,1001101100000000100010110011000000001
11724,1001101100000000110000000000000000000
12266,1001101100000000110000000000000000001
12210,1001101100000000110000000000000000100
12211,1001101100000000110000000000000000101
13246,1001101100000000110000000000000000110
11762,1001101100000010000000000100000000000
12131,1001101100000010000000000100000000001
12152,1001101100000010000000000100100101000
12158,1001101100000010000000000100100101010
12173,1001101100000010000000000100100111100
11819,10000000000000000000100000000000000000
11973,10000000000000000000100000000000000001
12071,10000000000000000000100000000000000010
11358,10011011000000000000010000000001010000
13496,10011011000000001000101100100000000100
13497,10011011000000001000101100100000000101
12949,10011011000000001000101100100000000110
13195,10011011000000001000101100101000000000
13255,10011011000000001000101100101000000010
12904,10011011000000001000101100101100000000
13263,10011011000000001000101100101100000010
11374,10011011000000001000101100101110010000
12923,10011011000000001000101100101110010001
13367,10011011000000001000101100110000000000
11723,10011011000000001100000000000000000000
12265,10011011000000001100000000000000000010
11763,10011011000000100000000001000000000000
12138,10011011000000100000000001000000000001
12153,10011011000000100000000001001001010000
12164,10011011000000100000000001001001010001
11820,100000000000000000001000000000000000000
12076,100000000000000000001000000000000000001
11975,100000000000000000001000000000000000010
12075,100000000000000000001000000000000000011
12073,100000000000000000001000000000000000100
12074,100000000000000000001000000000000000101
11359,100110110000000000000100000000010100000
12936,100110110000000010001011001000000001000
12948,100110110000000010001011001000000001001
13492,100110110000000010001011001000000001010
13494,100110110000000010001011001000000001011
12950,100110110000000010001011001000000001100
12955,100110110000000010001011001000000001101
13170,100110110000000010001011001010000000000
13253,100110110000000010001011001010000000100
12908,100110110000000010001011001011000000000
13266,100110110000000010001011001011000000100
11375,100110110000000010001011001011100100000
11906,100110110000000010001011001011100100001
13368,100110110000000010001011001100000000000
13369,100110110000000010001011001100000000001
11725,100110110000000011000000000000000000000
12264,100110110000000011000000000000000000001
11764,100110110000001000000000010000000000000
12133,100110110000001000000000010000000000001
12154,100110110000001000000000010010010100000
12159,100110110000001000000000010010010100001
12077,1000000000000000000010000000000000000000
13187,1000000000000000000010000000000000000001
11974,1000000000000000000010000000000000000100
11360,1001101100000000000001000000000101000000
12937,1001101100000000100010110010000000010000
12938,1001101100000000100010110010000000010100
12945,1001101100000000100010110010000000010110
13498,1001101100000000100010110010000000011000
12956,1001101100000000100010110010000000011010
11381,1001101100000000100010110010100000000000
13199,1001101100000000100010110010100000000001
13252,1001101100000000100010110010100000001000
12906,1001101100000000100010110010110000000000
13264,1001101100000000100010110010110000001000
11376,1001101100000000100010110010111001000000
12930,1001101100000000100010110010111001000001
11907,1001101100000000100010110010111001000010
12924,1001101100000000100010110010111001000011
13366,1001101100000000100010110011000000000000
13370,1001101100000000100010110011000000000001
12289,1001101100000000100010110011000000000010
11726,1001101100000000110000000000000000000000
11860,1001101100000000110000000000000000000001
11765,1001101100000010000000000100000000000000
12132,1001101100000010000000000100000000000001
12134,1001101100000010000000000100000000000010
12135,1001101100000010000000000100000000000011
12155,1001101100000010000000000100100101000000
12160,1001101100000010000000000100100101000010
13154,10000000000000000000100000000000000000010
13236,10000000000000000000100000000000000000011
12939,10011011000000001000101100100000000101000
12946,10011011000000001000101100100000000101100
12947,10011011000000001000101100100000000101101
13499,10011011000000001000101100100000000110000
13500,10011011000000001000101100100000000110001
11380,10011011000000001000101100101000000000000
13196,10011011000000001000101100101000000000010
13254,10011011000000001000101100101000000010000
12905,10011011000000001000101100101100000000000
13265,10011011000000001000101100101100000010000
11377,10011011000000001000101100101110010000000
12931,10011011000000001000101100101110010000001
11908,10011011000000001000101100101110010000100
12927,10011011000000001000101100101110010000101
12925,10011011000000001000101100101110010000110
12926,10011011000000001000101100101110010000111
12436,10011011000000001000101100110000000000000
11636,10011011000000001000101100110000000000010
11728,10011011000000001100000000000000000000000
11737,10011011000000001100000000000000000000001
11861,10011011000000001100000000000000000000010
12136,10011011000000100000000001000000000000110
12137,10011011000000100000000001000000000000111
12156,10011011000000100000000001001001010000000
13155,100000000000000000001000000000000000000100
13235,100000000000000000001000000000000000000110
12940,100110110000000010001011001000000001010000
12953,100110110000000010001011001000000001100000
12951,100110110000000010001011001000000001100010
11382,100110110000000010001011001010000000000000
12873,100110110000000010001011001010000000000100
13198,100110110000000010001011001010000000000101
12440,100110110000000010001011001010000000100000
12907,100110110000000010001011001011000000000000
13262,100110110000000010001011001011000000100000
12932,100110110000000010001011001011100100000010
12933,100110110000000010001011001011100100000011
12928,100110110000000010001011001011100100001010
12929,100110110000000010001011001011100100001011
13372,100110110000000010001011001100000000000100
11727,100110110000000011000000000000000000000000
11738,100110110000000011000000000000000000000010
12248,100110110000000011000000000000000000000011
11859,100110110000000011000000000000000000000100
12157,100110110000001000000000010010010100000000
12161,100110110000001000000000010010010100000001
13234,1000000000000000000010000000000000000001100
12941,1001101100000000100010110010000000010100000
12943,1001101100000000100010110010000000010100001
13501,1001101100000000100010110010000000011000100
11383,1001101100000000100010110010100000000000000
12896,1001101100000000100010110010100000000000001
12874,1001101100000000100010110010100000000001000
12470,1001101100000000100010110010100000000001010
