"rid", "binaryID"
58954,1
59642,10
59640,100
59641,101
59379,1000
59619,1010
59618,10100
58955,101000
58956,1010000
58959,1010001
59645,10100000
58960,10100010
59377,10100011
59643,101000000
59644,101000001
58961,101000100
59376,101000101
59378,101000110
59361,1010000000
58957,1010000010
58962,1010001000
59365,1010001001
59362,10100000000
59364,10100000001
58958,10100000100
58963,10100010000
59374,10100010001
59363,101000000000
58966,101000100000
59373,101000100001
59375,101000100010
58967,1010001000000
58965,10100010000000
58964,101000100000000
58970,1010001000000000
59366,1010001000000001
58968,10100010000000000
59367,10100010000000010
58971,101000100000000000
58969,1010001000000000000
58972,10100010000000000000
59368,10100010000000000001
58973,101000100000000000000
59369,101000100000000000001
58974,1010001000000000000000
59370,1010001000000000000001
58975,10100010000000000000000
59372,10100010000000000000001
58976,101000100000000000000000
59371,101000100000000000000001
58977,1010001000000000000000000
