"rid", "binaryID"
24650,1
24651,10
24707,11
24708,110
24320,1100
24706,1101
24321,11000
24316,11010
24359,11011
24315,110100
24360,110110
24824,1101000
24361,1101100
24362,1101101
24825,11010000
24826,11010001
24363,11011010
24357,110100000
24317,110100010
24365,110110100
24358,1101000000
24318,1101000100
24323,1101000101
24364,1101101000
24319,11010001000
24325,11010001001
24324,11010001010
24326,110100010010
24335,110100010011
24322,110100010100
24330,1101000100100
24336,1101000100110
24329,11010001001000
24338,11010001001001
24327,110100010010000
24345,110100010010001
24337,110100010010010
24328,1101000100100000
24346,1101000100100010
24340,1101000100100100
24827,11010001001000000
24343,11010001001000100
24339,11010001001001000
24828,110100010010000000
24344,110100010010001000
24829,1101000100100000000
24830,1101000100100000001
24342,1101000100100010000
24332,11010001001000000000
24347,11010001001000000010
24341,11010001001000100000
24333,110100010010000000000
24831,110100010010000000100
24331,1101000100100000000000
24832,1101000100100000001000
24833,1101000100100000001001
24334,11010001001000000000000
24355,11010001001000000010000
24834,11010001001000000010010
24835,11010001001000000010011
24356,110100010010000000100000
24348,110100010010000000100100
24350,110100010010000000100110
24349,1101000100100000001001000
24351,1101000100100000001001100
24352,11010001001000000010011000
24353,110100010010000000100110000
24354,1101000100100000001001100000
