"rid", "binaryID"
11309,1
11308,10
12999,11
11307,100
13003,101
12998,110
11310,1000
11328,1001
13001,1010
12997,1100
11311,10000
11327,10010
13002,10100
11312,100000
11326,100100
13000,101000
13275,1000000
11329,1001000
13011,1001001
13274,10000000
13277,10000001
11330,10010000
13004,10010001
13012,100000000
13276,100000010
13279,100000011
11331,100100000
13010,100100001
13005,100100010
13007,100100011
13272,1000000100
13273,1000000101
13278,1000000110
13280,1000000111
11332,1001000000
13511,1001000100
13271,10000001000
13062,10000001010
13063,10000001100
13281,10000001110
13284,10000001111
11333,10010000000
13009,10010000001
13509,10010001000
13510,10010001001
11314,100000010000
13061,100000010100
13064,100000011000
13282,100000011100
13283,100000011101
13285,100000011110
13286,100000011111
11334,100100000000
13008,100100010000
13006,100100010010
11315,1000000100000
13013,1000000100001
11313,1000000111000
13085,1000000111010
13100,1000000111100
13086,1000000111110
11335,1001000000000
11316,10000001000000
13537,10000001000001
13014,10000001000010
13018,10000001000011
13515,10000001110000
13087,10000001111100
13096,10000001111101
11317,100000010000000
13060,100000010000001
13536,100000010000010
13513,100000010000100
13516,100000011100000
13518,100000011100001
13088,100000011111000
13092,100000011111001
13098,100000011111010
13099,100000011111011
13291,1000000100000000
12009,1000000100000100
13512,1000000100001000
13514,1000000100001001
13084,1000000111000000
13517,1000000111000010
13520,1000000111000011
13089,1000000111110000
13095,1000000111110001
13097,1000000111110100
13289,10000001000000000
13290,10000001000000001
13015,10000001000010000
13021,10000001000010010
13066,10000001110000100
13522,10000001110000110
13523,10000001110000111
13091,10000001111100000
13093,10000001111100001
13094,10000001111100010
13287,100000010000000000
13288,100000010000000001
13030,100000010000000010
13016,100000010000100000
13020,100000010000100001
13022,100000010000100100
13026,100000010000100101
13067,100000011100001000
13068,100000011100001001
13521,100000011100001100
13524,100000011100001101
13079,100000011100001110
13090,100000011111000000
13059,1000000100000000000
11318,1000000100000000010
13017,1000000100001000000
13019,1000000100001000010
13023,1000000100001001000
13025,1000000100001001001
13027,1000000100001001010
13029,1000000100001001011
13519,1000000111000011000
13525,1000000111000011010
13081,1000000111000011100
13082,1000000111000011101
13058,10000001000000000000
11319,10000001000000000100
13051,10000001000000000101
13024,10000001000010010000
13028,10000001000010010100
13069,10000001110000110000
13526,10000001110000110100
13528,10000001110000110101
13080,10000001110000111000
13083,10000001110000111010
11320,100000010000000001000
13050,100000010000000001001
13052,100000010000000001010
13054,100000010000000001011
13070,100000011100001100000
13527,100000011100001101000
13529,100000011100001101001
13158,100000011100001101010
11321,1000000100000000010000
13031,1000000100000000010001
13049,1000000100000000010010
13053,1000000100000000010100
13055,1000000100000000010110
13057,1000000100000000010111
13268,1000000111000011000000
13065,1000000111000011010000
13078,1000000111000011010010
13157,1000000111000011010100
11322,10000001000000000100000
13044,10000001000000000100001
13056,10000001000000000101100
13071,10000001110000110000000
13073,10000001110000110000001
13159,10000001110000110101000
11323,100000010000000001000000
13032,100000010000000001000001
13046,100000010000000001000010
13047,100000010000000001000011
13072,100000011100001100000000
13074,100000011100001100000001
11324,1000000100000000010000000
13034,1000000100000000010000001
13045,1000000100000000010000100
13048,1000000100000000010000110
13075,1000000111000011000000010
13077,1000000111000011000000011
11325,10000001000000000100000000
13038,10000001000000000100000001
13036,10000001000000000100000010
13076,10000001110000110000000100
13039,100000010000000001000000000
13140,100000010000000001000000001
13035,100000010000000001000000100
13040,1000000100000000010000000000
13033,1000000100000000010000001000
13041,10000001000000000100000000000
13037,10000001000000000100000010000
13042,100000010000000001000000000000
13043,100000010000000001000000000001
