"rid", "binaryID"
20481,1
20482,10
20484,100
20483,1000
22561,1001
20486,10000
22564,10001
22562,10010
20485,100000
22781,100001
22565,100010
22560,100100
20487,1000000
22769,1000001
22782,1000010
22563,1000100
20489,10000000
22567,10000001
22770,10000010
20488,100000000
22767,100000001
22566,100000010
22771,100000100
20490,1000000000
22766,1000000010
22768,1000001000
20491,10000000000
22764,10000000001
22772,10000010000
22780,10000010001
20543,100000000000
20577,100000000001
22765,100000000010
22773,100000100000
20544,1000000000000
20579,1000000000010
22720,1000000000011
22776,1000001000000
22778,1000001000001
20545,10000000000000
20560,10000000000001
20578,10000000000100
22569,10000000000101
22721,10000000000110
22775,10000010000000
22779,10000010000010
20546,100000000000000
20553,100000000000001
20561,100000000000010
22763,100000000000011
20580,100000000001000
22571,100000000001001
22568,100000000001010
22774,100000100000000
20547,1000000000000000
22722,1000000000000001
20554,1000000000000010
22729,1000000000000011
20562,1000000000000100
22762,1000000000000101
20582,1000000000010000
21034,1000000000010001
22570,1000000000010010
22777,1000001000000000
20548,10000000000000000
22723,10000000000000001
20555,10000000000000100
22730,10000000000000101
20563,10000000000001000
21062,10000000000001001
20581,10000000000100000
21033,10000000000100010
23267,100000000000000000
22725,100000000000000010
20556,100000000000001000
22734,100000000000001001
20564,100000000000010000
22735,100000000000010001
22759,100000000000010010
20583,100000000001000000
20649,100000000001000001
23266,1000000000000000000
23269,1000000000000000001
22724,1000000000000000100
20557,1000000000000010000
22731,1000000000000010001
20565,1000000000000100000
22758,1000000000000100001
22760,1000000000000100100
20586,1000000000010000000
20650,1000000000010000010
22718,1000000000010000011
22726,10000000000000000000
23268,10000000000000000010
23270,10000000000000000011
20558,10000000000000100000
22733,10000000000000100001
20566,10000000000001000000
22757,10000000000001000001
22761,10000000000001001000
20584,10000000000100000000
20651,10000000000100000100
22716,10000000000100000101
22719,10000000000100000110
20549,100000000000000000100
22727,100000000000000000110
20559,100000000000001000000
22732,100000000000001000001
20567,100000000000010000000
22736,100000000000010000001
20585,100000000001000000000
22717,100000000001000001010
20551,1000000000000000001000
22728,1000000000000000001100
20568,1000000000000100000000
22744,1000000000000100000001
23636,1000000000000100000010
20587,1000000000010000000000
20550,10000000000000000010000
20569,10000000000001000000000
22754,10000000000001000000001
22745,10000000000001000000010
23634,10000000000001000000100
23635,10000000000001000000101
20589,10000000000100000000000
20633,10000000000100000000001
20552,100000000000000000100000
20570,100000000000010000000000
22755,100000000000010000000010
22756,100000000000010000000011
22737,100000000000010000001000
22743,100000000000010000001010
20588,100000000001000000000000
20632,100000000001000000000010
20571,1000000000000100000000000
22738,1000000000000100000010000
20592,1000000000010000000000000
20991,1000000000010000000000001
20634,1000000000010000000000100
22600,1000000000010000000000101
20572,10000000000001000000000000
